data,DataAgenda,dataseparado,dataseparadofim,dataseparadoinicio,Emp,Pedidos,Itens,Opcao2,opcao,operador,separador,setor,status
2019-03-07 15:31:17,2019-03-07 00:00:00,,2019-03-15 14:23:09,2019-03-15 13:35:48,2,198441,196,F.Z.Norte,Z,NUBIA LIMA,caioc,Deposito,F
2019-03-07 15:30:00,2019-03-07 00:00:00,,2019-03-07 17:08:52,2019-03-07 16:08:08,1,198440,13,Abastecimento,N,victorc,djailsonc,Deposito,F
2019-03-07 15:29:31,2019-03-07 00:00:00,,2019-03-07 15:34:01,2019-03-07 15:31:09,1,198439,1,Cliente,C,MoisesA,Douglasl,Deposito,F
2019-03-07 15:28:23,2019-03-07 00:00:00,,2019-03-07 15:32:40,2019-03-07 15:30:06,1,198437,1,Abastecimento,N,tiago,tiago,Promotor,F
2019-03-07 15:27:32,2019-03-07 00:00:00,2019-03-07 19:07:41,,2019-03-07 15:28:58,1,198436,3,Cliente,C,luizb,micaelp,Deposito,F
2019-03-07 15:26:20,2019-03-07 00:00:00,,2019-03-07 16:22:28,2019-03-07 15:42:32,1,198435,12,Abastecimento,N,victorc,irandantas,Deposito,F
2019-03-07 15:21:16,2019-03-07 00:00:00,,2019-03-07 15:33:41,2019-03-07 15:22:37,1,198434,1,Cliente,C,JOAOO,rudsond,Deposito,F
2019-03-07 15:20:13,2019-03-08 00:00:00,,2019-03-08 10:02:39,2019-03-08 09:21:59,1,198433,14,Agendado,G,KELLYANE,rudsond,Deposito,F
2019-03-07 15:20:02,2019-03-07 00:00:00,,2019-03-07 16:22:13,2019-03-07 16:18:45,1,198432,1,Abastecimento,N,elias,ewertond,Deposito,F
2019-03-07 15:16:26,2019-03-07 00:00:00,,2019-03-11 13:19:17,2019-03-11 13:18:35,10,198431,5,Abastecimento,N,BRUNOL,allysonb,Deposito,F
2019-03-07 15:15:38,2019-03-07 00:00:00,,2019-03-07 15:42:37,2019-03-07 15:33:20,1,198430,1,Abastecimento,N,MARIAJOSE,CLEITON,Abastecimento,F
2019-03-07 15:15:37,2019-03-07 00:00:00,,2019-03-07 15:36:59,2019-03-07 15:31:52,1,198429,2,Cliente,C,luisn,FELIPES,Deposito,F
2019-03-07 15:15:22,2019-03-07 00:00:00,,2019-03-11 08:16:48,2019-03-11 08:04:12,1,198428,6,F.Shop 10,X,vivi,joaos,Deposito,F
2019-03-07 15:14:54,2019-03-07 00:00:00,,2019-03-07 16:32:11,2019-03-07 16:26:10,1,198427,1,Abastecimento,N,maisac,jeissonp,Deposito,F
2019-03-07 15:14:04,2019-03-07 00:00:00,2019-03-07 15:29:47,,,1,198426,3,Cliente,C,luizb,"",,F
2019-03-07 15:13:58,2019-03-07 00:00:00,,2019-03-07 15:19:15,2019-03-07 15:15:14,1,198425,1,Cliente,C,ELLENM,rudsond,Deposito,F
2019-03-07 15:12:32,2019-03-07 00:00:00,,2019-03-09 11:26:45,2019-03-09 11:11:56,2,198424,8,F.Shop 10,X,vivi,franciscoa,Deposito,F
2019-03-07 15:07:26,2019-03-07 00:00:00,,2019-03-07 16:03:24,2019-03-07 15:39:58,1,198423,5,Abastecimento,N,luisn,FELIPES,Deposito,F
2019-03-07 15:06:50,2019-03-07 00:00:00,,2019-03-11 09:34:49,2019-03-11 07:52:04,1,198422,12,F.Shop 10,X,vivi,"",,F
2019-03-07 15:05:11,2019-03-07 00:00:00,,2019-03-07 15:59:28,2019-03-07 15:07:54,1,198421,7,Abastecimento,N,RONALDONADIR,RONALDONADIR,Promotor,F
2019-03-07 15:03:20,2019-03-07 00:00:00,2019-03-07 15:38:51,,2019-03-07 15:31:31,1,198420,1,Abastecimento,N,luisn,irandantas,Deposito,F
2019-03-07 15:02:49,2019-03-07 00:00:00,,2019-03-11 08:01:59,2019-03-11 07:21:50,1,198419,11,F.Shop 10,X,vivi,joaos,Deposito,F
2019-03-07 14:58:55,2019-03-07 00:00:00,,2019-03-07 15:04:15,2019-03-07 15:01:25,1,198418,1,Abastecimento,N,CLEITON,CLEITON,Abastecimento,F
2019-03-07 14:58:55,2019-03-07 00:00:00,,2019-03-07 15:16:12,2019-03-07 15:15:37,1,198417,6,Abastecimento,N,leandro,ARIELG,Deposito,F
2019-03-07 14:54:54,2019-03-07 00:00:00,,2019-03-07 14:57:40,2019-03-07 14:56:59,1,198416,1,Cliente,C,MARCIO GRA,jeffersondouglas,Deposito,F
2019-03-07 14:53:17,2019-03-07 00:00:00,,2019-03-09 11:16:19,2019-03-09 10:14:07,2,198415,13,F.Shop 10,X,vivi,raonnyp,Deposito,F
2019-03-07 14:52:40,2019-03-07 00:00:00,,2019-03-07 15:02:54,2019-03-07 14:56:45,1,198414,1,Cliente,C,OSIAS,irandantas,Deposito,F
2019-03-07 14:46:51,2019-03-07 00:00:00,,2019-03-07 15:46:55,2019-03-07 14:49:17,1,198413,11,Abastecimento,N,SANDROO,SANDROO,Abastecimento,F
2019-03-07 14:42:47,2019-03-07 00:00:00,,2019-03-07 15:06:17,2019-03-07 14:48:57,1,198412,19,Abastecimento,N,JOSENILDA SILVA,wildsono,Deposito,F
2019-03-07 14:40:42,2019-03-07 00:00:00,,2019-03-15 11:29:08,2019-03-15 10:01:48,2,198411,250,F.Z.Norte,Z,NUBIA LIMA,marcosb,Deposito,F
2019-03-07 14:39:27,2019-03-07 00:00:00,,2019-03-07 15:24:38,2019-03-07 14:49:28,1,198410,9,Abastecimento,N,maisac,ewertond,Deposito,F
2019-03-07 14:37:56,2019-03-07 00:00:00,,2019-03-07 14:46:33,2019-03-07 14:40:53,1,198409,1,Cliente,C,MARCIO GRA,micaelp,Deposito,F
2019-03-07 14:31:48,2019-03-07 00:00:00,,2019-03-07 14:36:44,2019-03-07 14:32:58,1,198408,1,Cliente,C,HELDERF,joaos,Deposito,F
2019-03-07 14:28:03,2019-03-07 00:00:00,2019-03-07 14:39:12,,2019-03-07 14:30:16,1,198407,1,Abastecimento,N,WANBSONL,WANBSONL,Abastecimento,F
2019-03-07 14:28:02,2019-03-07 00:00:00,,2019-03-07 15:01:03,2019-03-07 14:35:57,1,198406,8,Abastecimento,N,CARLOSTHIAGO,CARLOSTHIAGO,Abastecimento,F
2019-03-07 14:23:04,2019-03-07 00:00:00,,2019-03-07 14:35:01,2019-03-07 14:25:47,1,198405,1,Abastecimento,N,MoisesA,MOISESA,Abastecimento,F
2019-03-07 14:20:32,2019-03-07 00:00:00,,2019-03-07 15:51:03,2019-03-07 15:20:11,1,198404,5,Abastecimento,N,MARCOS,thiagob,Deposito,F
2019-03-07 14:19:09,2019-03-07 00:00:00,,2019-03-07 16:16:47,2019-03-07 15:34:10,1,198403,21,Abastecimento,N,jadson wigson,jeissonp,Deposito,F
2019-03-07 14:19:00,2019-03-07 00:00:00,,2019-03-07 16:00:00,2019-03-07 15:35:02,1,198402,8,Abastecimento,N,MARCOS,wildsono,Deposito,F
2019-03-07 14:16:49,2019-03-07 00:00:00,,2019-03-07 17:17:09,2019-03-07 17:16:00,2,198401,4,Rota,R,CARLOSG,raonnyp,Deposito,F
2019-03-07 14:15:26,2019-03-07 00:00:00,,2019-03-07 14:23:08,2019-03-07 14:18:02,1,198400,1,Abastecimento,N,elias,elias,Promotor,F
2019-03-07 14:09:52,2019-03-07 00:00:00,,2019-03-07 14:14:19,2019-03-07 14:14:04,1,198399,1,Cliente,C,HELDERF,Douglasl,Deposito,F
2019-03-07 13:54:07,2019-03-07 00:00:00,,2019-03-07 17:09:51,2019-03-07 14:25:09,1,198398,28,Abastecimento,N,michele,alexd,Deposito,F
2019-03-07 13:49:56,2019-03-07 00:00:00,,2019-03-07 13:59:10,2019-03-07 13:58:28,2,198397,1,Abastecimento,N,JEFFERSON,MARCOSAURELIO,Deposito,F
2019-03-07 13:47:14,2019-03-07 00:00:00,,2019-03-07 14:28:12,2019-03-07 14:22:38,1,198396,3,Abastecimento,N,mariarodrigues,rudsond,Deposito,F
2019-03-07 13:39:42,2019-03-07 00:00:00,,2019-03-07 14:28:18,2019-03-07 14:19:53,1,198395,3,Abastecimento,N,NATALIAM,joaos,Deposito,F
2019-03-07 13:37:36,2019-03-07 00:00:00,,2019-03-07 14:15:04,2019-03-07 14:06:24,1,198394,2,Abastecimento,N,NATALIAM,rudsond,Deposito,F
2019-03-07 13:28:46,2019-03-07 00:00:00,,2019-03-07 15:18:48,2019-03-07 15:06:21,1,198393,7,Abastecimento,N,SILVIA REGINA,thiagob,Deposito,F
2019-03-07 13:23:29,2019-03-07 00:00:00,,2019-03-07 15:27:16,2019-03-07 15:07:04,1,198392,4,Abastecimento,N,luisn,irandantas,Deposito,F
2019-03-07 13:18:36,2019-03-07 00:00:00,,2019-03-07 15:00:03,2019-03-07 14:44:22,1,198391,9,Abastecimento,N,martina,Douglasl,Deposito,F
2019-03-07 13:17:20,2019-03-07 00:00:00,,2019-03-07 13:26:21,2019-03-07 13:19:56,1,198390,1,Cliente,C,maria ivanilda,ewertond,Deposito,F
2019-03-07 13:11:43,2019-03-07 00:00:00,,2019-03-07 13:26:20,2019-03-07 13:14:24,1,198389,1,Abastecimento,N,aleff,ALEFF,Abastecimento,F
2019-03-07 13:11:27,2019-03-07 00:00:00,,2019-03-07 15:09:14,2019-03-07 15:03:09,1,198388,1,Abastecimento,N,wilkarciosj,joaos,Deposito,F
2019-03-07 13:09:33,2019-03-07 00:00:00,,2019-03-07 13:58:22,2019-03-07 13:34:23,1,198387,1,Abastecimento,N,gadelha,Douglasl,Deposito,F
2019-03-07 12:57:24,2019-03-07 00:00:00,,2019-03-07 13:07:05,2019-03-07 13:00:20,1,198386,1,Cliente,C,HELDERF,ewertond,Deposito,F
2019-03-07 12:56:45,2019-03-07 00:00:00,,2019-03-07 15:24:34,2019-03-07 15:03:29,1,198385,2,Abastecimento,N,lindianet,jeffersondouglas,Deposito,F
2019-03-07 12:51:55,2019-03-07 00:00:00,,2019-03-07 13:14:24,2019-03-07 12:53:33,1,198384,9,Abastecimento,N,ALANAR,irandantas,Deposito,F
2019-03-07 12:46:53,2019-03-07 00:00:00,,2019-03-07 12:55:21,2019-03-07 12:50:40,1,198383,1,Cliente,C,HELDERF,ewertond,Deposito,F
2019-03-07 12:46:50,2019-03-07 00:00:00,2019-03-07 12:48:24,,,1,198382,1,Abastecimento,N,lucasm,LUCASM,Administracao,F
2019-03-07 12:44:31,2019-03-07 00:00:00,,2019-03-07 12:54:49,2019-03-07 12:49:43,1,198380,1,Cliente,C,josec,micaelp,Deposito,F
2019-03-07 12:39:51,2019-03-07 00:00:00,2019-03-07 15:21:42,,,1,198379,24,Abastecimento,N,victorc,"",,F
2019-03-07 12:38:00,2019-03-07 00:00:00,,2019-03-07 12:51:32,2019-03-07 12:39:22,1,198378,1,Cliente,C,luanag,irandantas,Deposito,F
2019-03-07 12:35:51,2019-03-07 00:00:00,,2019-03-07 12:58:49,2019-03-07 12:43:17,1,198377,4,Abastecimento,N,CARLOSTHIAGO,CARLOSTHIAGO,Abastecimento,F
2019-03-07 12:35:25,2019-03-07 00:00:00,,2019-03-07 15:15:42,2019-03-07 14:51:46,1,198376,7,Abastecimento,N,ESTERL,micaelp,Deposito,F
2019-03-07 12:30:57,2019-03-07 00:00:00,,2019-03-07 14:19:39,2019-03-07 13:28:09,1,198375,29,Abastecimento,N,alberion,ALBERION,Abastecimento,F
2019-03-07 12:27:51,2019-03-07 00:00:00,,2019-03-07 12:37:44,2019-03-07 12:31:33,1,198374,1,Cliente,C,luisn,LUISN,Abastecimento,F
2019-03-07 12:26:43,2019-03-07 00:00:00,,2019-03-07 12:51:16,2019-03-07 12:31:45,1,198373,1,Abastecimento,N,aleff,ALEFF,Abastecimento,F
2019-03-07 12:19:38,2019-03-07 00:00:00,,2019-03-07 15:00:12,2019-03-07 14:50:55,1,198371,3,Abastecimento,N,ESTERL,FELIPES,Deposito,F
2019-03-07 12:18:48,2019-03-07 00:00:00,,2019-03-07 15:07:16,2019-03-07 15:06:50,1,198370,7,Abastecimento,N,NIETE OLIVEIRA,djailsonc,Deposito,F
2019-03-07 12:17:31,2019-03-07 00:00:00,,2019-03-07 12:48:28,2019-03-07 12:22:15,1,198369,10,Abastecimento,N,JEFFERSON SANTOS,djailsonc,Deposito,F
2019-03-07 12:11:46,2019-03-07 00:00:00,,2019-03-07 12:33:44,2019-03-07 12:18:23,1,198367,1,Abastecimento,N,aleff,FELIPES,Deposito,F
2019-03-07 12:04:24,2019-03-07 00:00:00,,2019-03-07 12:12:49,2019-03-07 12:05:47,1,198366,1,Cliente,C,FABIOV,jeissonp,Deposito,F
2019-03-07 11:58:52,2019-03-07 00:00:00,,2019-03-07 15:20:37,2019-03-07 14:45:24,1,198365,10,Abastecimento,N,JEFFERSON SANTOS,jeissonp,Deposito,F
2019-03-07 11:57:26,2019-03-07 00:00:00,,2019-03-07 14:50:12,2019-03-07 14:37:10,1,198364,5,Abastecimento,N,NIETE OLIVEIRA,rudsond,Deposito,F
2019-03-07 11:51:36,2019-03-07 00:00:00,,2019-03-07 14:55:31,2019-03-07 14:37:56,1,198363,7,Abastecimento,N,wilkarciosj,joaos,Deposito,F
2019-03-07 11:47:18,2019-03-07 00:00:00,,2019-03-07 15:34:25,2019-03-07 14:31:11,1,198362,12,Abastecimento,N,WANBSONL,julianl,Expedicao,F
2019-03-07 11:40:12,2019-03-07 00:00:00,,2019-03-07 11:59:12,2019-03-07 11:48:20,1,198361,2,Abastecimento,N,gadelha,wildsono,Deposito,F
2019-03-07 11:36:28,2019-03-07 00:00:00,,2019-03-07 11:55:26,2019-03-07 11:38:26,1,198360,9,Abastecimento,N,rafaellaf,rudsond,Deposito,F
2019-03-07 11:34:34,2019-03-07 00:00:00,,2019-03-07 11:40:43,2019-03-07 11:36:14,1,198359,1,Cliente,C,gersono,thiagob,Deposito,F
2019-03-07 11:34:04,2019-03-07 00:00:00,,2019-03-07 12:05:56,2019-03-07 11:45:53,1,198358,15,Agendado,G,rafaellaf,ewertond,Deposito,F
2019-03-07 11:31:19,2019-03-07 00:00:00,,2019-03-07 12:12:12,2019-03-07 11:40:49,1,198357,18,Abastecimento,N,rafaellaf,micaelp,Deposito,F
2019-03-07 11:27:51,2019-03-07 00:00:00,2019-03-07 11:45:36,2019-03-07 11:45:26,2019-03-07 11:31:01,1,198356,3,Cliente,C,gersono,jeffersondouglas,Deposito,F
2019-03-07 11:24:32,2019-03-07 00:00:00,,2019-03-07 11:52:09,2019-03-07 11:31:23,1,198355,11,Abastecimento,N,gadelha,FELIPES,Deposito,F
2019-03-07 11:23:06,2019-03-07 00:00:00,,2019-03-14 11:22:20,2019-03-14 11:19:15,2,198354,13,Abastecimento,N,deysek,alanilsonm,Deposito,F
2019-03-07 11:14:17,2019-03-07 00:00:00,,2019-03-07 11:51:59,2019-03-07 11:17:35,1,198353,5,Abastecimento,N,aleff,ALEFF,Abastecimento,F
2019-03-07 11:14:15,2019-03-07 00:00:00,,2019-03-07 11:20:30,2019-03-07 11:20:08,1,198352,1,Cliente,C,DANIELS,joaos,Deposito,F
2019-03-07 11:12:20,2019-03-07 00:00:00,,2019-03-07 13:47:24,2019-03-07 13:37:17,2,198351,4,Rota,R,CARLOSG,caioc,Deposito,F
2019-03-07 11:06:54,2019-03-07 00:00:00,,2019-03-07 11:12:16,2019-03-07 11:07:51,1,198350,1,Cliente,C,MarceloA,alexd,Deposito,F
2019-03-07 11:05:11,2019-03-07 00:00:00,,2019-03-07 13:59:10,2019-03-07 13:27:23,1,198349,11,Abastecimento,N,maria ivanilda,rudsond,Deposito,F
2019-03-07 11:04:34,2019-03-07 00:00:00,,2019-03-07 13:19:02,2019-03-07 13:14:31,1,198348,1,Abastecimento,N,DANIELS,jeissonp,Deposito,F
2019-03-07 10:51:49,2019-03-07 00:00:00,,2019-03-07 10:55:16,2019-03-07 10:53:55,1,198347,1,Cliente,C,EWERTONF,EWERTONF,Abastecimento,F
2019-03-07 10:49:16,2019-03-07 00:00:00,,2019-03-07 10:54:18,2019-03-07 10:54:05,1,198346,1,Cliente,C,EDINALDOM,ARIELG,Deposito,F
2019-03-07 10:49:16,2019-03-07 00:00:00,,2019-03-07 14:19:21,2019-03-07 13:42:28,1,198345,8,Abastecimento,N,DANIELPONTES,alexd,Deposito,F
2019-03-07 10:48:38,2019-03-07 00:00:00,,2019-03-07 11:06:31,2019-03-07 10:56:23,1,198344,1,Cliente,C,AKELLY,irandantas,Deposito,F
2019-03-07 10:46:48,2019-03-07 00:00:00,,2019-03-07 11:42:52,2019-03-07 11:32:39,2,198343,5,Abastecimento,N,deysek,kevena,Deposito,F
2019-03-07 10:41:17,2019-03-07 00:00:00,,2019-03-07 11:55:11,2019-03-07 11:33:21,2,198342,11,Abastecimento,N,deysek,rudsonantonio,Deposito,F
2019-03-07 10:39:41,2019-03-07 00:00:00,,2019-03-07 13:45:58,2019-03-07 13:45:51,1,198341,1,Abastecimento,N,JOAOO,ARIELG,Deposito,F
2019-03-07 10:38:14,2019-03-07 00:00:00,,2019-03-07 10:44:39,2019-03-07 10:39:54,1,198340,1,Cliente,C,lisleneo,micaelp,Deposito,F
2019-03-07 10:37:43,2019-03-07 00:00:00,,2019-03-07 11:29:29,2019-03-07 10:39:21,1,198339,9,Abastecimento,N,SANDROO,SANDROO,Abastecimento,F
2019-03-07 10:37:09,2019-03-07 00:00:00,,2019-03-07 10:44:20,2019-03-07 10:38:04,1,198338,1,Cliente,C,MARCIO GRA,thiagob,Deposito,F
2019-03-07 10:36:51,2019-03-06 00:00:00,,2019-03-07 13:20:58,2019-03-07 12:56:27,1,198337,9,Abastecimento,N,CARLOS ALBERTO,micaelp,Deposito,F
2019-03-07 10:35:55,2019-03-07 00:00:00,,2019-03-07 11:06:52,2019-03-07 10:41:31,1,198336,9,Abastecimento,N,leandrop,LEANDROP,Promotor,F
2019-03-07 10:35:17,2019-03-07 00:00:00,,2019-03-09 10:13:38,2019-03-09 09:39:21,2,198335,17,F.Shop 10,X,ANDERSONMEDEIROS,valdeirs,Deposito,F
2019-03-07 10:30:16,2019-03-07 00:00:00,,2019-03-07 12:09:29,2019-03-07 11:30:38,2,198334,17,Abastecimento,N,deysek,valdeirs,Deposito,F
2019-03-07 10:25:22,2019-03-07 00:00:00,,2019-03-07 12:12:44,2019-03-07 11:52:23,1,198333,2,Abastecimento,N,wilkarciosj,irandantas,Deposito,F
2019-03-07 10:24:25,2019-03-07 00:00:00,,2019-03-11 08:18:20,2019-03-07 14:27:51,1,198332,14,F.Shop 10,X,vivi,"",,F
2019-03-07 10:24:17,2019-03-07 00:00:00,,2019-03-07 13:04:58,2019-03-07 12:24:26,1,198331,18,Abastecimento,N,FlavioSilva,jeissonp,Deposito,F
2019-03-07 10:23:36,2019-03-07 00:00:00,,2019-03-07 11:47:10,2019-03-07 11:45:01,1,198330,1,Abastecimento,N,maisac,wildsono,Deposito,F
2019-03-07 10:22:49,2019-03-07 00:00:00,,2019-03-07 15:05:31,2019-03-07 14:06:27,1,198329,4,F.Shop 10,X,vivi,"",,F
2019-03-07 10:22:39,2019-03-07 00:00:00,2019-03-14 13:32:04,,,2,198328,20,Abastecimento,N,deysek,"",,F
2019-03-07 10:21:47,2019-03-07 00:00:00,,2019-03-07 15:05:39,2019-03-07 14:18:16,1,198327,18,F.Shop 10,X,vivi,"",,F
2019-03-07 10:20:38,2019-03-07 00:00:00,2019-03-14 13:31:50,,,2,198326,20,Abastecimento,N,deysek,"",,F
2019-03-07 10:20:04,2019-03-07 00:00:00,,2019-03-07 14:27:43,2019-03-07 13:43:40,1,198325,8,F.Shop 10,X,vivi,jeffersondouglas,Deposito,F
2019-03-07 10:19:59,2019-03-07 00:00:00,,2019-03-07 10:26:00,2019-03-07 10:24:23,1,198324,1,Cliente,C,ELLENM,israelsantos,Deposito,F
2019-03-07 10:19:26,2019-03-07 00:00:00,,2019-03-07 11:53:44,2019-03-07 11:37:37,1,198323,6,Abastecimento,N,FlavioSilva,jeissonp,Deposito,F
2019-03-07 10:19:15,2019-03-07 00:00:00,2019-03-07 10:40:26,,,1,198322,2,Abastecimento,N,wilkarciosj,"",,F
2019-03-07 10:18:23,2019-03-07 00:00:00,,2019-03-07 16:37:36,2019-03-07 10:24:22,1,198321,12,Abastecimento,N,JOAOO,JOAOO,Abastecimento,F
2019-03-07 10:18:13,2019-03-07 00:00:00,2019-03-14 13:31:30,,,2,198320,20,Abastecimento,N,deysek,"",,F
2019-03-07 10:17:34,2019-03-07 00:00:00,,2019-03-07 14:00:24,2019-03-07 13:30:10,1,198319,11,F.Shop 10,X,vivi,wagnerr,Deposito,F
2019-03-07 10:15:51,2019-03-07 00:00:00,2019-03-14 13:31:41,,,2,198318,19,Abastecimento,N,deysek,"",,F
2019-03-07 10:13:56,2019-03-07 00:00:00,,2019-03-07 11:43:15,2019-03-07 11:24:50,1,198317,1,Abastecimento,N,maisac,irandantas,Deposito,F
2019-03-07 10:12:14,2019-03-07 00:00:00,2019-03-14 13:31:18,,,2,198316,20,Abastecimento,N,deysek,"",,F
2019-03-07 10:06:27,2019-03-07 00:00:00,,2019-03-08 10:50:03,2019-03-08 10:16:33,2,198315,16,Abastecimento,N,deysek,rudsonantonio,Deposito,F
2019-03-07 10:04:14,2019-03-07 00:00:00,,2019-03-07 12:09:20,2019-03-07 11:25:59,1,198314,9,Abastecimento,N,ELLENM,Douglasl,Deposito,F
2019-03-07 10:03:47,2019-03-07 00:00:00,2019-03-14 13:31:05,,,2,198313,13,Abastecimento,N,deysek,"",,F
2019-03-07 10:01:45,2019-03-07 00:00:00,,2019-03-13 10:19:16,2019-03-13 10:14:56,2,198312,17,Abastecimento,N,deysek,MARCOSAURELIO,Deposito,F
2019-03-07 09:59:54,2019-03-07 00:00:00,,2019-03-07 13:32:38,2019-03-07 11:13:36,1,198311,17,Abastecimento,N,ELLENM,alexd,Deposito,F
2019-03-07 09:59:33,2019-03-07 00:00:00,,2019-03-07 10:43:08,2019-03-07 10:23:50,1,198310,6,Abastecimento,N,Sayonara3M,Sayonara3M,Promotor,F
2019-03-07 09:59:06,2019-03-07 00:00:00,,2019-03-07 11:50:17,2019-03-07 11:14:37,1,198309,19,Abastecimento,N,elisr,wagnerr,Deposito,F
2019-03-07 09:57:50,2019-03-07 00:00:00,,2019-03-13 08:25:14,2019-03-13 08:16:57,2,198308,20,Abastecimento,N,deysek,alanilsonm,Deposito,F
2019-03-07 09:57:17,2019-03-07 00:00:00,,2019-03-07 11:24:52,2019-03-07 11:17:58,1,198307,3,Abastecimento,N,LIGIA MARIA,jeffersondouglas,Deposito,F
2019-03-07 09:54:30,2019-03-07 00:00:00,,2019-03-07 13:55:54,2019-03-07 13:55:20,8,198306,2,Rota,R,KELVIN,KLEBSOND,Deposito,F
2019-03-07 09:53:30,2019-03-07 00:00:00,,2019-03-07 11:24:07,2019-03-07 11:08:44,1,198305,8,Abastecimento,N,MoisesA,gabrieloliveira,Deposito,F
2019-03-07 09:53:26,2019-03-07 00:00:00,,2019-03-13 09:02:01,2019-03-13 08:56:25,2,198304,20,Abastecimento,N,deysek,raonnyp,Deposito,F
2019-03-07 09:52:49,2019-03-07 00:00:00,2019-03-07 14:02:42,,2019-03-07 11:39:44,2,198303,2,Rota,R,KELVIN,franciscoa,Deposito,F
2019-03-07 09:52:12,2019-03-07 00:00:00,,2019-03-07 14:14:18,2019-03-07 13:22:04,1,198302,13,F.Shop 10,X,vivi,julianl,Expedicao,F
2019-03-07 09:51:04,2019-03-07 00:00:00,,2019-03-07 13:43:31,2019-03-07 13:37:30,2,198301,12,Rota,R,KELVIN,caioc,Deposito,F
2019-03-07 09:46:23,2019-03-07 00:00:00,,2019-03-07 09:54:18,2019-03-07 09:49:27,1,198300,1,Cliente,C,martina,julianl,Expedicao,F
2019-03-07 09:46:02,2019-03-07 00:00:00,,2019-03-07 13:54:12,2019-03-07 13:11:34,1,198299,17,F.Shop 10,X,vivi,joaos,Deposito,F
2019-03-07 09:42:53,2019-03-07 00:00:00,,2019-03-07 11:30:37,2019-03-07 11:08:47,1,198298,9,Abastecimento,N,Bhrendon,jeissonp,Deposito,F
2019-03-07 09:42:47,2019-03-07 00:00:00,,2019-03-13 09:08:30,2019-03-13 08:57:34,2,198297,20,Abastecimento,N,deysek,marcosb,Deposito,F
2019-03-07 09:41:54,2019-03-07 00:00:00,,2019-03-12 13:43:50,2019-03-12 13:42:20,2,198296,5,Abastecimento,N,ROBERIO,roberio,Deposito,F
2019-03-07 09:39:33,2019-03-07 00:00:00,,2019-03-07 13:45:20,2019-03-07 13:05:09,1,198295,19,F.Shop 10,X,vivi,thiagob,Deposito,F
2019-03-07 09:38:22,2019-03-07 00:00:00,,2019-03-07 11:39:27,2019-03-07 11:04:52,1,198294,10,Abastecimento,N,islania,wildsono,Deposito,F
2019-03-07 09:37:34,2019-03-07 00:00:00,2019-03-07 09:51:13,,,1,198293,1,Cliente,C,gersono,"",,F
2019-03-07 09:37:12,2019-03-07 00:00:00,,2019-03-07 09:41:41,2019-03-07 09:41:27,1,198292,1,Cliente,C,SILVIA REGINA,gabrieloliveira,Deposito,F
2019-03-07 09:35:23,2019-03-07 00:00:00,,2019-03-13 10:47:04,2019-03-13 10:41:56,2,198291,20,Abastecimento,N,deysek,MARCOSAURELIO,Deposito,F
2019-03-07 09:34:02,2019-03-07 00:00:00,,2019-03-07 09:44:44,2019-03-07 09:36:33,1,198290,3,Cliente,C,MARIAJOSE,jeffersondouglas,Deposito,F
2019-03-07 09:30:38,2019-03-07 00:00:00,,2019-03-13 10:14:34,2019-03-13 10:09:27,2,198289,20,Abastecimento,N,deysek,MARCOSAURELIO,Deposito,F
2019-03-07 09:28:02,2019-03-07 00:00:00,,2019-03-07 11:23:22,2019-03-07 11:21:39,1,198288,6,Abastecimento,N,MARCOS,thiagob,Deposito,F
2019-03-07 09:24:46,2019-03-07 00:00:00,,2019-03-13 08:33:49,2019-03-13 08:26:36,2,198287,20,Abastecimento,N,deysek,hurielm,Deposito,F
2019-03-07 09:24:15,2019-03-07 00:00:00,,2019-03-07 09:54:53,2019-03-07 09:41:26,1,198286,11,Abastecimento,N,gadelha,joaos,Deposito,F
2019-03-07 09:22:40,2019-03-07 00:00:00,,2019-03-07 11:54:54,2019-03-07 10:32:12,1,198285,18,Abastecimento,N,altamira,israelsantos,Deposito,F
2019-03-07 09:21:48,2019-03-07 00:00:00,,2019-03-07 11:20:26,2019-03-07 11:02:30,1,198284,5,Abastecimento,N,luisn,FELIPES,Deposito,F
2019-03-07 09:20:47,2019-03-07 00:00:00,,2019-03-07 11:06:47,2019-03-07 10:58:29,1,198283,5,Abastecimento,N,luisn,alexd,Deposito,F
2019-03-07 09:20:38,2019-03-07 00:00:00,,2019-03-13 11:05:25,2019-03-13 11:02:22,2,198282,20,Abastecimento,N,deysek,MARCOSAURELIO,Deposito,F
2019-03-07 09:20:34,2019-03-07 00:00:00,,2019-03-07 09:26:51,2019-03-07 09:24:11,1,198281,1,Cliente,C,DANIELS,joaos,Deposito,F
2019-03-07 09:16:10,2019-03-07 00:00:00,,2019-03-07 09:48:24,2019-03-07 09:18:36,1,198280,4,Abastecimento,N,franklinr,julianl,Expedicao,F
2019-03-07 09:10:18,2019-03-07 00:00:00,,2019-03-07 09:28:59,2019-03-07 09:14:44,1,198279,4,Abastecimento,N,CARLOSTHIAGO,CARLOSTHIAGO,Abastecimento,F
2019-03-07 09:09:45,2019-03-07 00:00:00,,2019-03-13 09:11:49,2019-03-13 09:02:46,2,198278,20,Abastecimento,N,deysek,hurielm,Deposito,F
2019-03-07 09:06:09,2019-03-07 00:00:00,,2019-03-07 11:19:29,2019-03-07 11:07:23,1,198277,1,Abastecimento,N,DANIELS,irandantas,Deposito,F
